min_var,curr_pop,max_fit
9.091710918935075,100,2048.6821827455715
9.091710918935075,100,2020.4687680133993
9.066736135954384,102,2305.386518289404
8.8024185601137,107,2006.146026939724
8.826419494843508,111,2137.109147012945
8.770596277010853,111,1491.351683528687
8.376830191163684,113,2245.1170754476598
8.237930973067565,113,2340.457447419778
8.26166399475182,115,2108.582639013609
8.040051426656925,116,2174.7185553953477
7.858239181093041,114,2181.566862097337
7.367277725823748,116,2068.7147963400903
7.318006233264829,116,1684.546649596285
7.08164458794206,115,1498.98752759303
6.716540615174036,114,2196.0229447491984
6.516046809170957,111,2008.464916893237
6.052148357189588,112,2166.664366630121
5.526855538468125,111,2186.9919899015044
4.884961357095342,111,2165.8899396259385
4.7239676906787365,115,1423.032359393666
4.455477245640783,113,1637.804038410845
4.292869814513262,114,1571.4778993854807
3.8525450171512996,116,1696.3557373303272
3.723553928893663,114,2008.464916893237
3.2746771404245107,115,1897.6670784306548
2.700941536394592,114,1463.7135197726866
2.368820477327861,113,1778.919885744756
2.186488942970386,114,1436.9593199988985
1.9560741947242086,112,1792.6362986470585
1.623587046115512,113,1008.0498422993236
1.268124948904034,111,1290.5602397590937
1.1781310230784798,114,1722.1868059228432
1.1629181201220673,115,1110.0531985310554
1.1546440392503334,115,1311.4265274848929
1.0536693019942478,115,1424.0250093850527
0.8401161746659784,115,1283.407093698806
0.8218044662810556,117,1454.69931876065
0.6976690555509901,113,1315.6178629048438
0.6092676565208507,113,1498.98752759303
0.5858576768998679,110,1486.0820230614675
0.48277555345559175,109,1184.54492411294
0.42481375533336047,110,1131.4593599493483
0.3464238223083469,108,1242.1308202197329
0.3309440806424771,106,1136.4715761167577
0.28492987581262824,108,1110.0531985310554
0.2754357761593211,111,1081.4021517351475
0.25040078035293345,111,1381.3066511134825
0.24636154380385913,113,1278.0061602905892
0.23576816725763014,112,1081.2706750043053
0.20490181530149418,112,1186.2234357767925
0.18924708576750512,114,1038.2511852337677
0.1725731833607448,110,1122.379401666061
0.1511573612920251,110,1081.4021517351475
0.13934884856835347,112,1131.4593599493483
0.128146634741012,114,1167.7945994534018
0.11862070301262867,114,1029.9490610846635
0.12063220309291502,109,1235.6257137015627
0.12081057614936833,110,1208.8991888608684
0.12194779726722381,110,1180.7120778661204
0.11810919752017408,110,1124.647672727944
0.1130466492609964,108,1096.0781735775026
0.11093246741855523,110,1081.2706750043053
0.10687714659887523,109,969.369786998647
0.11083292921807948,109,1076.460140532285
0.10797888955197074,111,1101.5611149846382
0.09072783611822076,112,1081.4021517351475
0.09201371081455131,114,1081.2706750043053
0.09032895859755749,115,1123.9286173845192
0.08855650639609855,113,1051.4896333986433
0.10766301822008771,113,1109.2910912835098
0.10744795196462316,111,1059.7034862873288
0.10795292332034807,108,936.2418490976399
0.10631665112725207,111,1060.684580098571
0.09452416342399739,113,939.9238820331418
0.09239510373732494,112,968.3901605431157
0.08416821658551651,112,1104.2780250450335
0.07780620463819,112,1106.0404348681561
0.0738273476440581,113,994.544743126095
